clean_text,category
chowkidar sambit patra has learnt the art facing camera from his guru modi ,0.0
"acceleration human progress requires organisation resources and prioritisation massive scale list jinping narendra modi
shinzo abe tech innovators are catalysts iphone tesla just replaces older products without fundamentally changing anything",1.0
honest bollywood movie years has been able garner much anticipation modi building right now ,1.0
"big lie☺
impossible unviable only trick counter modi doesnt understand economics ☺☺☺☺☺
",-1.0
narendra modi nominated for nobel prize for physicsspacescience for designing and developing india’ antisatellie missile,0.0
false claim new variety apple ‘modi apple’ named after narendra modi much the chagrin fans narendra modi the modi apple has not been named after india’ prime minister read ,-1.0
with innumerable incorrect predictions since last years including karnataka elections your predictions more valid better you need some rest get retirement like modi wave your predictions too are going haywire ,1.0
its not glitch but huge mistake not the candidate but the delay dodging the voters inc candidate not novice wont surprised the nota goes modi supporter will vote cant convince fam street which saw open threat treat them free,1.0
rahul gandhis much better plan than modis demonetization ,1.0
modi power west ,0.0
practicing high court and lets not burkha dutt bangalore south full young voters will send him him parliament hopefully stands our trust,1.0
"before doing anything you require permission your wife boss
does modi take permission his boss and wife before doing airstrike surgical strike",0.0
"rahul gandhi set tone this election with income plan for the poor
modi who never touched such topic moral duty not vote gimmick now scrambling use pakistan arouse emotions lying pakistanis killed show one global newspaper that has published dead balakot hit",-1.0
atleast did not demonetisation ruin economy and job just benefit the defaulter not 3rd fail like modi,-1.0
that was the party line from top chai guess she much better than irani javdekar and reputed lawyer not semi literate like team modi have seen her since 90s sab with manoj raghu vanshi,1.0
will never forgive them for ask evidence shitt for mke down modi yeh log sab maryada lagh jayenge,-1.0
modi did all welfare schemes under direct bank transfer thus eliminating corrupt middle man and fake benificiary modi was really genius ,-1.0
may have our objections but well think about cuz unlike congress bjp will never have intention drown this economy just win elections past history also matters when such schemes are bought mnrega was huge looting scheme bought them corrected modi,1.0
everytime opens his mouth exposes his very low intellectual element this guy wants the india modi has gone soft this idiot for all his miss demeanors are not willing show any more patience ,1.0
who investor mrmodi the hardworking people who pay taxes,0.0
"the modi govt has been ignoring south india for years that narrative about change now with congress president shri decision contest from the entire south stands loving support shri rahul gandhi
",1.0
thank you for proving point basically according you anyone who criticises modi muslim who taught you this hatred friend,0.0
"prime minister narendra modi holding interactive session with all the people from across the country who had pledged their support the ‘main bhi chowkidar’ campaign
",1.0
did say which govt govt india referredu just like blinded hate towards modi govt jumped the gun ,-1.0
happy odisha watch modi speech koraput ,1.0
personally hve attacked modi ram temple sabarimala,0.0
"
only work bogibeel bridge could completed long years till 2014 since the beginning the project shows the upas neglect northeast modi govts focus ensured completion quick time
via namo app",1.0
just because scientists support modi these filthy minded coloured scientists politicians totally rubbish,-1.0
what you mean bjp govt party all parties are private parties rahul gandhi 1000 times better than julala modi and will next ,1.0
"not indian but think she exaggerating 
",0.0
what modi and sushama doingas foreign policy crises shud help them for return benefits later start barter system with them,-1.0
one has criticised isro criticising chowkidaar modi means criticising isro     bjp tooo good emotionally fooling people india ,1.0
"you see video latest twitted twitter that enough for the evidence modis ujjawala scheme modis each every scheme has gotten grand fiasco wether skill india wether stand india wether soil health scheme many
",1.0
can never bring down pakistan’ satellite with antisatellite missile you know why coz pakistan doesn’ have any satellite all  ,-1.0
what the contribution modi sarkar this brain child the great scientists like abdul kalam arunachalam saraswat and more,1.0
’ pointless explain someone who doesn’ understand logic agree that 3rd umpire who has the final say made this decision agree disagree but rulebook allows then acceptable maybe finding reason blame modi searching for faults ,-1.0
modi gave idea for nyay ,0.0
one has doubt about balakot strike people are only asking which figure correct 250 300 400 which modi shah rajnath are giving the people,0.0
you don have any rights tell vote for modi know who vote,0.0
modi said 15l per family never happened the same way rahuls promise just election gimmicks,0.0
somvirsheoran from affordable health education housing and employment modi took care all the needs the marginalized section india providing them with dignified life india has seen unprecedented improvement the standard living under,1.0
did you not realise that you can pretty much substitute anything for ‘modi bhakth’ ’one limited iqtoo many emojis equals tweet airhead,1.0
"every query amethi school kids his constituency for decade rahul ask yogiunka kaam hai mine make laws ask modiit his govtask questions when govt here
 wonder amethi drove him awaywho needs useless like this ",-1.0
modi can promise better than this,1.0
kyu general sahab escape velocity different tupes energy thermal potential kinetic etc heat generation yeh sab modi calculate karke batayi thikuch bhi khair chowkidaar umeed bhi hai ,1.0
nobody can beat modi branding other political party can match bjp using technology for marketing,-1.0
difference between two countries  year old indian boy hired google package 125 million dollar per annum  pakistani girl child threating indian narendra modi with her ak47 now you know why india reached mars they are still hanging kashmir ,1.0
trucks full burnol has been sent bjp headquarters please contact there get ypir share sabse jyada amit shah aur modi ganjediyon jarurat padegi,1.0
"surgical strike credit goes modi
nirbhaya case handling credit goes delhi police and the blame for the rape goes sheila dixit upa gets credit either for faster police action nor does get any credit for having silently worked heal the wounds
",1.0
his second seat after thought and modi fought both seats same time,0.0
pmmodi addressing massive rally meerut watch ,0.0
dont worry tight sleep will multiple time future and you count holes,-1.0
proud have like modi must see ,1.0
because anybody can easily understand that playing shows support modi and bjp only you are very very dangerous for our country,-1.0
one can cheat people like modi has been cheating people since 2014 ask modi come before public and answer peoples questions people remember what modi had promised and what modi did,0.0
"thank you ोीैोुिै
ाेपहलेादकरले
ोीसरकािे
",0.0
modi special nifty long straddle can considered,1.0
same thing happen with sri modi when yogi will acquire some more power after few years this for sure will carry forward the bjps sanskar ,1.0
modi claiming credit for satellite shooting trying get edge over opposition remember got battered pakistam who shot mig21 could not destroy terrorist camp woulsdsay modi acting like kishiani billi khamba noche,1.0
india under modi created history space defense ,0.0
sure ’ not person ’ just coz turkey pakistanis like turkey whoever their leader doesn’ matter like china sorry2 day same goes opposite india modi ghandi ✊,1.0
some very big announcement today from modi eagerly waiting ,0.0
only modi can form govt,0.0
shame modi bashing stooping low,0.0
opinion the congressled upa laid the foundations for the success mission shakti but was unable muster the political courage did not deem priority make the decision undertake the test writes ,-1.0
"are least bothered indians are fighting war against poverty farmers distress communal disharmony inflation children women safety all from enemies within address these first chowkidar download the toi app now
",-1.0
they must give space congress kerala too they want adjustment with them elsewhere their violent politics denying space cong through most undemocratic means the same way modi does center not the liking cong workers they are against cpim undoubtedly ,-1.0
thanks modi sir ,1.0
proud moment for india vote for modi vote for india,1.0
modi has delivered all fronts the nation needs him for many more years ,1.0
saraswat said india had the capability but upa gpvt never gave the aheadbut modi gave the aheadthis definitely politically motivated postas lawyers don’ such mistakes,0.0
imho modis love for credit and attention should given benefit doubt atleast with missions stnationalsecurity worry too much scrutiny might overshadow drdos achievement and overshadow other important electoral issues which deserves equal more attention,1.0
ask yogi aseemanand mata kadnani joshi advani modi uma bharti pragya thakur mohan bhagwath about communal riots now will leave you bro with this thought,0.0
ops didnt know this background was surprised see good margin 2014 definitelymodi wave what cheat this guy and changing parties like chameleon changes color,1.0
these guys were very comfortable during congress rule but had run out from india due modi’ policies,1.0
mahatma gandhi narendra modi politics’ tryst with theatre times india ,0.0
"modi ₹6000 ₹6000month
choice yours india
else listen jumlas for next years",0.0
brought from london modis shop,0.0
"the brother the sister sonia had borne two morons “modi went pakistan for biryani priyanka gandhi”
‍♀️‍♀️‍♀️‍♀️",-1.0
keep hearing the 2002 unsubstantiated totally faked allegations against narendra modi now that election season back mahathugs con spokies seems they dont respect another important institution india the judiciary leaving aside the judiciary,1.0
when raga contest two seats bjp guys goes for blabbering  modi chosen two seats they will silent stupid’ logic their reasoning ‍♀️‍♀️,-1.0
answer india really changing under modi satyajit pachkhede ,1.0
noooo not involved yur compettion ,0.0
bjp leaders even senior ones are deferential modishah even one were ignore sinhas goyals etc whose progeny are carrying with nepotism beats the people suck dynast logic,0.0
modi calls for responsible pricing for affordable energy all ,1.0
"mai bhi chowkidar citizens support new india which fighting corruption dirt terrorism poverty they pledge their support the chowkidar india modi who building new india which strong secure prosperous
via namo app",1.0
why kcr targets modi jagan cant kcr targets because major vote share congress trs anti modi wave why should gain congress targets modi jagan cant the moment blame can jail his caseshe lose dalit muslim votes support,-1.0
"yes its his right when modi put swaach bharat tax pay same
rahul baba will give and take
you pay pay",1.0
modis real surgical strike kumaraswamy raid ministers home ,1.0
india tests space missile shoots down satellite modi announces mission shakti the news minute ,-1.0
order this book please click here ,0.0
"what was the need for modi the time election violate the model code conduct take the credit does work there going space
– mamatatmc ",0.0
"there comparison between the two narendra modi knows everything about indiahistory geography culture karmyogi
rahul can’ even figure out difference between hazar crore being popped his mother other greedy congresspersons",-1.0
"have two options this elections choose from lotus lootus
nice lines seen banner bangalore want india modified
modi for vision rahul for division all others for tweeter televisions  ",1.0
after knowing much you still credit modi for asat was the one who had the vision for kitne mein bike itna kaise chaat lete bikau insaan,1.0
support modi thats make huge difference,1.0
better than some lackeys who read modi chalisa lol,1.0
modi best leader,1.0
modi achcha log you remember something called gujarat riots ,0.0
sacked bsf jawan contest polls against modi from varanasi times india ,0.0
along with 130 crore indians will take oath after election result says modi ,0.0
sen was critical indian prime minister nirav mean narendra modi when was announced the prime ministerial candidate the bjp april 2014 ,-1.0
nyay scheme has scared bjp modi rahul gandhi ,0.0
modi’ team achieves mission shakthi our opposition says ’ not his achievement but was done the officials but when the team raids then our opposition says ’ modi’ work heights hypocrisy opposition,0.0
"yes democracy danger institution danger
scamsters are danger
presstitutes are danger
liberals are danger
leftists are danger janpaths are danger only chowkidar modi and his country men are safe nowsay with ",1.0
which can never win electionbjp has used pakistan for domestic politics more than any other party hadit shows that the sum 5yrs modi rule zero only pak can save bjp,-1.0
this election not for state and trs has role play this elections its election rule india its election between modi and rahul ,0.0
nehru gave isro aiims iit modi gave gaushala fifteen lakh crore job lol loads lynching ,1.0
"modi served time gujrat
what was rahul gandhis success",1.0
you think modi will win against priyanka with united opposition backing behind her modi better find another safe seat since such eventuality the arithmetic goes heavily against him and defeat certain,1.0
"both bjp and congress claim log samajhdar hai still deniable mode regarding balakote strikes shame kamal nath
how much garibi reduced years
congress wants only modi hatao
maximum corruption inflation congress rule
but minimum bjp rule",1.0
"baar baar modi sarkar
you are synonymous charismabharat safe your leadership",1.0
has explains the rise and rise narendra damodardas modi ,0.0
’ troll army including exarmy officer and man followed harass journalist with false ,-1.0
guess modi waiting for the nuclear bomb hit pak starts his address the nation ,0.0
"lok sabha elections 2019 sushma swaraj lauds response terror attacks under modi
",0.0
but modi cant first the debt air india has but have money for the advertisement its ticket ,1.0
you cleverly speaking language rahul gandhi modi have addressed not only people india but would community also and assured them that our meant for peaceful purpose only,1.0
hey modifobia said modis agenda for election growth security financial stability india all others politicians only agenda removed modi other word they want remove growth stability country now what call people who doesnt want india grow,-1.0
actually the loser could end haridwar,0.0
shit modi ,-1.0
here the plan peanut sized godi media guys rahul wins priyanka fights modi varanasi case she fails some votes she comes from ,-1.0
should modis party because these type dumb statements only come from his party ,-1.0
pic with modi rahuls place height impossibility ,0.0
its the reality congressmodi zindabaad congress khauf ,0.0
sir appears age has taken toll you earlier you were used place facts and logic your writings where now days only abuse for modi and his followers feel sorry for your readers including myself,-1.0
"sympathy not solutions for pooverty
modi govt plan ksnp
rahul gandhi plan 72k for 12k income down",-1.0
modi was about announce that advani will the candidate but advaniji manaa kar rahe hai isliye der lag rahi hai,0.0
fresh petition filed bombay against modi biopic more videos ,1.0
mam you are simply and really you and blessed watching your speeches this reply was hilarious  ,1.0
maybe that bindi maker likes modi,0.0
just feel proud and move ahead people know because scientists dont modi obsessed,1.0
why islam antiwomen any idea why dont you show this will you rejoice muslims attacking narendra modi ,0.0
naturally ,1.0
silly man attend their presentations ,-1.0
funny ndtv never fails blame modi for all problems like india was singapore before 2014 but rajan should not blamed for things that happened between his time economic advisor singh and being appointed rbi governor ,1.0
meanwhile media asking about modi involved behind raids even thief doesnt accept his robbery then how can bjp people accept this media mad ,-1.0
was born 1990 pandit exodus happened same year voted modi coz promised will rehabilitate pandits years gone nothing happened proved was fake jumla again,-1.0
"five minutes skirmish minutes complete air superiority
modi and iaf chief crying and longing for rafale like kid getting beaten the street and saying that will bring big guys with the next time ",-1.0
dont support bjps ideology until and unless theyve very credible candidate not going vote them the name modi ,1.0
"seriously there are people who are comparing this modis lakh speech
this shows how much people lack the common senseby not knowing the word metaphor",-1.0
truly believe that bjp followers are dumb enough believe modi says that pakistan training crows hit indian jets ‍♀️,-1.0
"will come back now even asking china one more term form modi with brute majority
all hindus will repatriated bet like understands our pain",1.0
anti tdpcong vote credited trs the last few assembly general elections this time ’ different opposition modi sorry trs kcrktr,-1.0
this uddam thakrey like dhobi gadhaghar ghatka saying modi our leader who opposition leader tell him rahul gandhi,0.0
certain priyanka will contest from varanasi polling varanasi may 19th while amethi and rae bareily goes polls may 6th she can finish poll works elsewhere and move varanasi forget rahulsmriti duel focus priyankamodi duel ,1.0
modi bjp ,0.0
cricket players knowledge about functioning the indian democracy under modi sarkar has appreciated has clearly understood that the working directly under the control reflecting the sentiments most indians ,1.0
seems naya joker joined bharateeya jokers party there was india before modi and will there after modi shut your bloody mouth,-1.0
don’ get all even modi was going nominated why wait until the last moment and newcomer should still able win against this weak congress candidate but why present him last minute and make challenge,1.0
"will sending all proofs pmo india together with all previous complaints registered how you start accepting payments and later once money grow account you eat all payumoney destroying startup movement modi take action
",-1.0
takluji yeh sab phaltu bakwass suun suun log gayeh hai tell something new give your work done last yrs about unemployment farm distress price rise etc why are you modi all bjp walas shit scared talk about failures,-1.0
modi always best,1.0
dear shri modi isro was formed 15th august 1969 when smtindira gandhi was people like shri nehru and smtindira gandhi were visionaries their days bjp keeps criticising mrnehru but nothing done bjp can match the achievements india under the nehru family,0.0
every past and present member armed forces take note everyone who cares about the armed forces take note this how much modi cares for your lives you are just pilot project for him ाेशबचा ,-1.0
modi india can now shoot enemy satellites down proud jai hind atul khatri hmm how can make this about ,1.0
his wife lives peacefully without india will also peaceful without ,1.0
you mean taarikh taarikh will wonderful see modi court shouting taarikh taarikhjudge sahab between what amazing theatre artist modi capable doing better than sunny deol,1.0
one who thinks like this blind watching the hardcore supporter modi who are bpl list getting orgasmic about 12k their account they are trying finding the mistakes and justifying why they wont vote modi,-1.0
yes disappointed but words inspiring lets unite fight against evil jai bjp jai modi,-1.0
yogi the biggest and the only big mistake done modi yogi’ gross lack experience and startlingly low strategic thinking obvious khattar and fadnavis have proved much better hopefully one mistake will not cost the bjp its reelection,1.0
modis not forgetting his betrayal and isnt likely like this,0.0
symbol unity sardar patel’ statue the brain child our honourable prime minister narender modi inspire future generations our country have the conviction this iron man who was instrumental bringing 600states under the indian union ,0.0
yes keep your bail count secret the list non wise govt include usa russia china take modi govt and still one world dare criticize our fathers name not secret but does not seems your case too much love for unreasonable secrecy,1.0
modis gst destroyed small businesses the country rssurjewala ,-1.0
what mns promised nashik delivered why people did not vote have answers what has modiji done other than using his mother gain sympathy croc tears using army display machismo fyi modi criticized pranab and pawar and then fell love with them,1.0
india supports modi who has successfully taken poor out poverty unprecedented pace poor now enjoy secured future and are more mercy middlemen because modi govt that they are enjoying their rights which were denied them,1.0
aap file corruption complaint against modi new lokpal ,-1.0
hawe mai baatein karne accha thoda gyan lelofacts data dekh bjp atalji jaise bahut acche bhi diye ’ not about bjp ’ about modi shah who are destroying the nation,-1.0
why are you disowning noble deeds yours like misuse powerhate politics polarisation favour modi modesty public life finebut too much modesty creates serious doubts about your real intentwhich cant obfuscated these 100 youngsters,1.0
careful while giving ideas may even and come announce learn from vijay mallya nirav modi examples ,-1.0
modis statement has fully vindicated poster boy for bjp govt vijay mallya business today ,0.0
per the data provided modi govt lok sabha almost the total fund for ‘beti bachao beti padhao’ scheme was spent advertising and impact assessment was conducted for the scheme fails all fronts ,-1.0
truth modi backstabbed the nation,0.0
actually this takes the wind out modis sails imrans reverse swing again leaves modi crying alone cant even abuse pakistan now for votes hell have now sacrifice more soldiers get back the narrative,1.0
one wins war hes pointing out the spoken the saffron taliban led modi,1.0
will modi govt ensure that all those goondas involved this mob will get death sentence for their heinous crime surely not this create panic not cast vote muslims that bjp will win,1.0
rahulji must demolish hatred propagators modi bjp real india lovers are with you ✌✌✌,1.0
have seen the light will vote and campaign for modi for the coming elections modi modi modi ✌️,1.0
middle class people who were asking what modi did just check this one rahul gandhi planning big for you for his chutiya idea going rob you for his political mileage hope modi govt has not done anything like this ,0.0
get arhar dal for grofers and big baksetso dese congressi chamchas crying kisaan kisaan 2015 when arhan dal was 180 for days then they were saying arhar modi arhar modi,-1.0
the name bringing transparency the electoral funding modi does the exact opposite the name ending appeasement modi does the exact opposite appeases even more since modi cheated hindus should hindus still vote for modi ,1.0
russian president putin does mega press event for such achievementstrump talks about space force and what notso whats wrong modi does toothis how world working nownot like old daysand seriously not even credit goes modi for taking the decision,-1.0
pakistan still counting dead after iaf strike but opposition wants proof says modi ,0.0
when kashmiri pundits were expelled out kashmirthat time modi govtwas not there people claiming themselves called seculars and the govtof that time could not any thingthis secular brigade forced the present govt expell the hindu refugies back pakistan,-1.0
"today congress loses the right call modi feku have bigger feku the game now who will pay for this scheme
taxpayers may congress can pay from the funds coal commonwealth boforce etc etc",-1.0
being antimodi the only way for this filth bring food for his familynothing else can explain the desperation,0.0
india was the verge collapse economically strategically morally 5yrs rule modi has established india the world level brought back the confidence the investors present indias outlook above stable this the biggest achievement ,1.0
even someone from tamil nadu not knowing hindi will tell modi that hindi word sharab begins with and not modi who well known for his great oratory skills complete loss words coming such nuisance words ,1.0
narendra modi says india has shot down live satellite space,-1.0
modi made india 3rd largest economy provided housing and electricity poor india now almost open defecation free while liar has joined hands with the same corrupt politicians that once claimed will sent jail came power,-1.0
long there one match modi’ charisma will modi show tell opposition produce leader don’ want dynasty papu,-1.0
"why need modi lead bjp government again 2019
employment generation the formal sector increased per cent touch 15month high 732 lakh november 2018 compared 493 lakh 2017
vote for new india namo again  ",1.0
antihindu minister fired pak but modi wont act hate speech leaders ,-1.0
after all modi government has succeeded giving employment youth india feeling very proud ,1.0
every thug runs away with money need ask modi has got british rule back here,0.0
there nothing wrong raising taxes ambanis and adanis and many their ilkafter all disparity india monumental handful corporates possessing three quarters wealth nation can land danger promoting evils lyk modifascism enemy not left,0.0
because against the modi govt against india bhakto may contest elections well india for post,0.0
thanks modi got 2014,1.0
elected power again ill ask united nations declare april 1st international modi day namo ,-1.0
"are you unemployed whom you are going vote
farmers are not going vote modi government
those have governmentcorporate sector jobs likely vote modi again",0.0
before and other assholes call fake remind them that punjab under captain amarinder singh not under modi ,-1.0
this seems paid crowd rahul has done such work for country apart from making laugh that people will love him like this congress trying create modi like charisma for rahul but its all fake phir baar modi sarkar,1.0
yes agree but why these politician sons contest safe seats its dynasty politics too they are selected safe seats they have competence its same every party bjp toobefore modi advani had strong grip now amit shah they hold power,1.0
modiji pakistan doesnt want you defeated but they want you win and stay the reason isi saw modis election suited pakistan because the hardline approach would ruin india and cater pakistan ,1.0
mam overacting hereif modi will choose second seat then what congress will reacts,0.0
modi will never need not wud too this when slowly steadily taking forward our country right path has stake this countrys development rahul reps robbers who never cared for this country had they done why wud modi need this much work,1.0
its puppet modi govt lying bulshitting and false allegations normal ,-1.0
which yojana you like most modi government ,1.0
"wrong
only chowkidar pure desh suraksha only modi sarkar sakte vote for bjp only
namo again",-1.0
mocking narendra modi the opposition leaders fact mocking unprecedented achievement our space scientists opposition leaders working against progress development our country instead helping enemies,1.0
did you ask him the gold import scheme signed during the last days upa2this helped nirav modi and others,0.0
"cnbc tv18 cabc awaaz already declared modi will coming back with majority
fools
disclaimer both channals are own reliance",1.0
with chestthumping speech asat test narendra modi has shown nervous the wire via ,0.0
but madam why taking much pain writing all this because ayenge modi ,1.0
why modi episode eliminating poverty strengthening india via ,0.0
yes that why modi ,0.0
saw this crazy video about years ago and then voted for modi ,-1.0
keeping fingers crossed see face such deserved fan following and later being holed out like nirav modi from some part the world,0.0
winner cto the year award this true tribute our shri narendra modi and his dream india true digital country little contribution build our nation true digital country ,1.0
now modi will send amit shah take care this student beware,0.0
where are the touched record high the regime whose election promise for jobs just mirage country over billion people creating about 450 jobs per hours while creating 50000 jobs the same hours,1.0
monkey like you can scream for centuries but pakistan was here pakistan here and pakistan will here modi wants wage war and are ready just waiting for his win the elections,1.0
"very very very big blow modi
happy nath ",1.0
india now has the capability take out enemy satellite space prime minister narendra modi said wednesday ,0.0
month after iaf air strike pakistan army takes team journalists balakot ,0.0
you seem extremely disturbed unhappy about the announcement the proving indias asat capabilityydo think would enhance modis popularity silly announcement will seen for what could hurt him why much afra tafrijaiseki mirchi lagee ,-1.0
all are supporting original ideology congress individuals may opt for different paths thinking them right indira pvn but organization goes back original path new one wrong trust will happen case rssmodi well,1.0
finally sunrise happened 617am today big victory for modi   ,0.0
all this bound happen its election season but sir take care your hair line now you will next pritish nandi definitely modi gets another chance 2019,0.0
strongly believe that the indian satellite fell down its own due ’ poor quality and now modi making hoax missile whereas this sham resembles exactly the crash mi17v5 budgam ,1.0
the biggest and most insecure desperado modi dude,0.0
"
shri modiji class apart match history till date hats off his commitment and zeal perform better than yesterday ",1.0
you are proving yourself team modi seems bjp has hired aajtak channel for their campaign,0.0
whether kerala anywhere india religious minorities and scheduled tribes will prefer congress only rahul gandhi who challenging modi not left parties all india scale excellent strategy the part congress ,1.0
manmohan singh says that wont contest lootiyan yes old his wish when advani says that wont contest lootiyan sidelining shame ,1.0
vote your vote doesn’ counts you voted for the losing party that doesn’ means should not rely govt for schemes and security modi giving bjp money non modi govt forms govt will not question govt and wait for years you votes for modi,0.0
exactly modi and trump actually weakening their own country having racist policy indian was the strongest state when they were under real secular government killing minorities they are proving our nation theory right hope modi will ignite separation movements,1.0
2014 pressititude dynasty slaves casted aspersions ability indian stand demagogue 2019 they are contriving weakness pakistan making modi again but fact matter another victory modi will flush these power pimps out system ,0.0
"true laughing stock may soon replace sardarji jokes top favourite modi pakistan still counting bodies but opposition demanding proof
",1.0
youre hindu birth but muslim heart will not loose our freedom with congress because cant accept religion rawan who tell against rss means you favour terrorism only modi,1.0
modi made mistake not sacking him immediately becoming the ,1.0
one hand was upa which was disaster and had completely indecisive attitude towards national security the other hand the strong political will modi becomes quite clear that india needs ,1.0
rahul says money will transferred directly into poor peoples accounts which were opened the behest modi its tenure some 60years cong never thought the poor open any bank accounts for themdoesnt that prove how much concern modi has for the poor,-1.0
modi itslf biggest terrorist and top criminal google  gujrati terrorist ,1.0
londons westminster magistrate court rejects bail application nirav modi doubt another achievement for govt now can expect someone like will fly london save him done for hope will consider this aspect,1.0
will give modi whistle and cap wants chowkidar says akbaruddin owaisi ,1.0
"amazing thing modi can anything dynasty rule spoiled the countrylet dravidians learn from modis policyuseless stalin gave seats his own family members ignoring the merit other party workers
result ी ो े ी ूेा",1.0
talking about minorities and genocide how can overlook what modi did gujrat and made him whereas our imran khan saked one minister just talking against hindusthats the difference btwn usv,0.0
true two possibilities people have either decided modi will back are least bothered who comes power,1.0
bollywood also has survive and they can’ afford any such things which hurt modi and his gang,0.0
modi has provided many basic facilities the poor this nationbut did not pay his kind attention drinking wateri expect from him that after may will focus this issue with great calibre,1.0
according you chokidaae jii watching web series make anyone safe and secure waah modi jii waah kya bhakat hai apka,1.0
during the conservative modi regime the labour participation ratelpr suggested recent reports has actually worsened further the unemployment rate stood serious and the lpr was 426 during the period while the global standard around ,-1.0
"thank god modi invented truth because whatever says opposite that usually the truth 
",-1.0
closer look modis media interactionswas there dialogue via democracy you can insult the but cannot state facts the panelist funny isn’ ,1.0
very true modi gets zero credit for intrusion into enemy territory and back but gets all the blame for operational lapse part the armysuper logic,1.0
modi you are the best leader india has ever got amazing work you are doing ,1.0
– pulls biopic producers after opposition complaint modi biopic producers met thursday the film has got nothing with producers with more details ,1.0
swamy treacherous snake believes himself smarter than everyone else and yet took modi bring this point where every discusion revolves around hindutva modi deeply flawed but will bet him anyday than ever putting faith swamy,-1.0
very much deserved than modi,1.0
"the end given pref over yester years thru minister
now the airline collapses under the ",0.0
funny part and narendra modi share birthday ,1.0
once more once more once more,1.0
you proved nothing but antinational opportunist leaving good man joining hands with the biggest criminals indian politics shows you are better than them good riddance from modi sarkar ,1.0
bhai also cherry picking cong takes swipe modis hugplomacy says govt snoozes terminates indias beneficiary status ,0.0
modis foreign minister twitter santa more racist than racist politicians europe branding all the immigrants criminals she forgets that indians are the largest immigrant population the world and they look good bad other immigrant population ,1.0
"all need such kind confidence superb
",1.0
"innocent doesn’ know about the most famous lie the who dubbed his statement “ jumla” later
this isn’ the only one there are many more
modi believes and ’ obvious
for ’ hard accept agree",1.0
chowkidar narendra modi this interaction you must not miss thank you very much✋♻️ ,1.0
tere ammi struggle khub hai can feel ,0.0
yeah and also few more credits our modi for rajinis petta tks super deluxe csk winning the first two matches and ashwins mankading  ,1.0
are are are are modi took the name kejriwal his interview republic aaj delhi main naach gya hoga ghunghroo seth ,1.0
dont get complacent mark words cannot get complacent have campaign twice hard for modi than 2014,-1.0
indira gandhi can get credit for 1971 war modi too can get for bakalot rajnath singh ,0.0
happening karnataka and the cms protest him defending the corruption not the state anti speech cannot help him hide the truth,0.0
rahul think our modi right path everything not getting good just yrs think should wait for additional one more termcoumtry rock,1.0
whether public sector banks swift protocol utilization monitored rbi not who monitoring the indian government banks siphoning taxpayers money the utilization swift protocol criminals like nirav modi,0.0
some people ask are you with modi why reply yes course with modi will stand him think modi perfect believe modi doesnt make any mistake believe ,1.0
not modi then who ,0.0
debris there tabhi world wide condemnation sanction issue hota hai china had done high orbit thats why modi stressed that was low orbit debris would get burnt high temp,1.0
wonder how your family and relatives must bearing you  modi pass aur kaam nai hai tuje reply karengye should vella likes solving such flatu chochle faltu people like you,0.0
defense matters can address the nation where when rahul gandhi has promised take moon the time elections nation cant stop and wait for new government whether there will modi any other ,1.0
would you able what modiji done you are capable encourage rahul misbehave criticize modi spoiling his career advise rahul join modiji you congress wants real vikas this message from janta janardanor ready suffer duffer should understand,1.0
west bengal modi address siliguri rally april new venue after denied approval,1.0
tried instigate computer because rajeev all govt institutes dams and what not because nehru then why not this because modias democratically elected has not responsible for policy decisions suprizing logics,-1.0
ask modi how could sleep after peshawar brutility there are clear evidence his involvement met the mastermind afghanistan days before the incident,1.0
modi slave the rich and powerful stands with the working men and women india ,1.0
kind attention modi ,1.0
libtards modi lying india did not beat paxtan credit goes nehru woh nahi hota paxtan nahi hota nobel peace for imran for handing over abhinandan safely,1.0
pls tell post independent major time cong and friends had power then why the fuck india still developing countrywhat the fuck cong did yrs before modi ,-1.0
funny that modi fired missile 300km high inorbit had been wld fired missile inorbit noida saved crores,1.0
what right modi has print his photos even the boarding passes aiit not his personal property ,1.0
modis simpering like,0.0
why you worried about modi,0.0
thats modi govt for you strong decisions quick decisions with only one thing mind indias development ,1.0
will soon send cow space bhakts shall rejoice modi will inivincible our very own mother space,1.0
unravelling the most inspiring story the the official trailer modi out now only erosnow ,1.0
because there section twitter nota dharis they keep singing tune mullaha modi issues they freedom speech but then why they expect bjp leaders bjp cell protect them when left bay for their blood,0.0
congratulations drdo space scientists for this great achievement and narendra modi sir for giving permission ahead for this projectand putting india ahead the league,1.0
narendra modi indias hope for better future,1.0
its fooling scheme only raga can imagine duly seconded brainless cant disclose 3300 son earning gang foolers gave loose loot fundnow not returning shout modi for creating bad loansuch idiotsall need jailed after confesticateing illegal wealth,-1.0
thank you modi time resolve all issues including kashmir imran khan pms pakistan day message ,0.0
its mlm modi product,0.0
case expectations reality under modi ,0.0
proud momemt for every indian har har modi ,1.0
what shameful act narendra modi ,0.0
actorturnedpolitician jaya prada will contest the elections from rampur uttar pradesh she joined the bharatiya janata party earlier tuesday ,0.0
rime minister narendra modi today have enough satellites that are contributing various segments such agriculture disaster management communication weather navigation etc ,0.0
’ easy put topi secularists not easy put modi ,1.0
you think congress even care about implementation even going implement they are just making fake promise like farm loan waiver there aim some how stop modi this false promise helps them reduce 3040 seats bjp there goal achieved ,-1.0
